netid,name,duke_email,phone_number,affiliation,school,password
aub981,Wilt Nise,aub981@duke.edu,4695794490,Graduate,Other,0SJSdf
kei235,Noam Bails,kei235@duke.edu,5728332785,Graduate,Other,dzvQW7PJU8D5
pfd062,Darlleen Prahl,pfd062@duke.edu,7638370066,Graduate,Nursing,fKEHg5x
cah615,Madelina Biddlecombe,cah615@duke.edu,1783538175,Graduate,Nursing,KXlZsQx7N4JP
ctp844,Serge Shuttlewood,ctp844@duke.edu,8232843483,Graduate,Other,Wa7XgN
qrp293,Imogene De Malchar,qrp293@duke.edu,7617200237,Graduate,Fuqua,NxP5Sjc
dqu990,Corenda Littlecote,dqu990@duke.edu,5538315889,Graduate,Other,hZI1mSDSzrJ
rjn401,Fifine Richten,rjn401@duke.edu,2482775656,Graduate,Other,xguOvmwhtM
mxp784,Kordula Threader,mxp784@duke.edu,3947931182,Graduate,Medicine,fIdYr6DK
tqz487,Ilysa Kings,tqz487@duke.edu,1191199568,Graduate,Medicine,IcZyiIEr9
vcr758,Malissa Raveau,vcr758@duke.edu,1596223184,Graduate,Nursing,t3Qtx3lN
xmc563,Nicky Petrasek,xmc563@duke.edu,5516377394,Graduate,Other,98LMKL
fiw344,Harlin Linney,fiw344@duke.edu,4100358403,Graduate,Nursing,4dyNJsp2uuv5
gtn869,Karen Peschke,gtn869@duke.edu,1498369900,Graduate,Law,CQcjBW
mlj202,Antonino Leask,mlj202@duke.edu,4096117511,Graduate,Nursing,VJ8o1aY8qW
beg622,Florette Roke,beg622@duke.edu,6553695652,Graduate,Nursing,Ly5HzBY
xyj800,Bernard MacNeillie,xyj800@duke.edu,2211968180,Graduate,Other,BVU49yFPBL
hko161,Dukey Petigrew,hko161@duke.edu,6624127328,Graduate,Law,arQsbB9his7s
nwe379,Ivan Broughton,nwe379@duke.edu,9977560454,Graduate,Law,UbMlTnqFYnj
xdl300,Mirabel Saterthwait,xdl300@duke.edu,3194313911,Graduate,Fuqua,BPqUznBlh
pks889,Dacie Suero,pks889@duke.edu,5163165054,Graduate,Nursing,lJAWqugic
qhu762,Karl Gobbet,qhu762@duke.edu,9188529942,Graduate,Other,UIVWVQj0NwX
laz535,Maurise Vaissiere,laz535@duke.edu,8909010823,Graduate,Fuqua,0frthOR
cob369,Worthington Rooze,cob369@duke.edu,2823204834,Graduate,Fuqua,4M4OZM459
hdg745,Phyllys Churching,hdg745@duke.edu,5405620438,Graduate,Medicine,1pTVW2yW
rhs563,Jeremiah Fell,rhs563@duke.edu,7052673753,Graduate,Law,ixU8kcJD
nig939,Xerxes Crowcher,nig939@duke.edu,8685335028,Graduate,Medicine,fsA8WzaP
zls898,Lanna Edelman,zls898@duke.edu,7528542754,Graduate,Medicine,yi0rKyx4Ys
exj690,Dorian Drinkwater,exj690@duke.edu,1234053793,Graduate,Law,hNWdpNYGJ
yiz246,Rodolph Antonchik,yiz246@duke.edu,2855775326,Graduate,Medicine,1HFZg2
iwb516,Courtney Goare,iwb516@duke.edu,1803739885,Graduate,Law,kZKcLJ52Y
ixl685,Yoshi Arnison,ixl685@duke.edu,2642470361,Graduate,Fuqua,KhcMJN
tpo482,Robinetta Gandar,tpo482@duke.edu,5086576939,Graduate,Medicine,QrSPLc0aUY
vob801,Leeann Lembrick,vob801@duke.edu,6452701671,Graduate,Fuqua,tbxm3UvgF
vpc976,Nikoletta Simonnot,vpc976@duke.edu,6923752628,Graduate,Law,b2a3aQJ
ali767,Alexine Rickets,ali767@duke.edu,9086296263,Graduate,Other,KWjGIUL
vtb666,Kalina Cawdron,vtb666@duke.edu,9223119317,Graduate,Medicine,G3ALPFtT
yaf425,Sheeree Bewshaw,yaf425@duke.edu,234570916,Graduate,Medicine,QfvDCAG
efc560,Marin Gruszczak,efc560@duke.edu,8827319102,Graduate,Nursing,N3SN1TJZJEh
gbu057,Rachel Cornely,gbu057@duke.edu,4074372591,Graduate,Medicine,nhlhCYp
jhf235,Elladine Henlon,jhf235@duke.edu,5909357372,Graduate,Medicine,WH1gzVOUD
yud843,Patrice Rowat,yud843@duke.edu,4736143949,Graduate,Medicine,qY92OweYF
fvu008,Opaline Grieger,fvu008@duke.edu,2007008438,Graduate,Law,bgkABn
zsa394,Saree Seelbach,zsa394@duke.edu,2568360603,Graduate,Medicine,Kh0onWaSLU
idl069,Vanni Pycock,idl069@duke.edu,1237521509,Graduate,Medicine,udF0q8
cmj548,Giustina Gainforth,cmj548@duke.edu,382279111,Graduate,Nursing,QIp1DksldQD1
xph264,Krysta Jacklin,xph264@duke.edu,9290505952,Graduate,Nursing,XIAfiI
xny391,Juan Vass,xny391@duke.edu,1462487955,Graduate,Medicine,zwrBPAl
cyh768,Anthiathia Fargie,cyh768@duke.edu,4163440721,Graduate,Law,XQ0Y4p
lvo690,Georg Gallyhaock,lvo690@duke.edu,6746929486,Graduate,Fuqua,MLarVeJp
sxq752,Shaylah Al Hirsi,sxq752@duke.edu,971379731,Graduate,Other,jnCf6eSrumKg
our628,Emerson McCarry,our628@duke.edu,1993766483,Graduate,Medicine,AUpyI5wyhwxC
xqo556,Garald De'Ath,xqo556@duke.edu,5394902396,Graduate,Law,wrvmMu9o
atd133,Reade Olivi,atd133@duke.edu,839160221,Graduate,Law,HZiIC8xWckk
ocr215,Izzy Drees,ocr215@duke.edu,5939978391,Graduate,Fuqua,fcGGr1VN
tdx580,Greer Kesby,tdx580@duke.edu,1245064421,Graduate,Nursing,MWQcQi3ZsQ93
jhe382,Rolland Kirwood,jhe382@duke.edu,542903465,Graduate,Nursing,87P8xCS
frt774,Fran O' Ronan,frt774@duke.edu,9061790522,Graduate,Fuqua,dt0vp2n
gjn588,Holmes McCague,gjn588@duke.edu,9588939879,Graduate,Fuqua,v72vH1bEh
ckw876,Rey Pickrell,ckw876@duke.edu,7578581625,Graduate,Fuqua,SRKyQu0G
qei853,Karilynn Buyers,qei853@duke.edu,8579958912,Graduate,Nursing,It8aJN
osp528,Ainslee Presman,osp528@duke.edu,9302729491,Graduate,Medicine,d7dsTS3K
fir541,Morgun McIlory,fir541@duke.edu,9821490436,Graduate,Other,CvT6hYXOPDc
eut171,Prudi Mariet,eut171@duke.edu,6750556095,Graduate,Fuqua,5C8ezhgN
sui633,Ainsley Cumine,sui633@duke.edu,8309048678,Graduate,Medicine,rn1rsYEIL38Q
jru219,Wilmer Bandt,jru219@duke.edu,288784395,Graduate,Nursing,dX1eeeOGi
otv121,Zachery Oldfield-Cherry,otv121@duke.edu,2326980263,Graduate,Law,b91wVtbL
vjz097,Flss Giotto,vjz097@duke.edu,9447349368,Graduate,Medicine,TYfI48
xpn606,Cecilio Pettingill,xpn606@duke.edu,4277888796,Graduate,Medicine,aPUqQ0uL9K2
qkj367,Oswell Fanstone,qkj367@duke.edu,9683371081,Graduate,Other,lhh7jg5zP
ulg113,Ryann Whittleton,ulg113@duke.edu,6905546656,Graduate,Medicine,30QzJG18
ovt652,Thomasin Soutar,ovt652@duke.edu,3852550223,Graduate,Law,De3mh76nyy
ogr864,Pandora Davenhill,ogr864@duke.edu,6243022615,Graduate,Other,7Lkh1a
qip466,Vanni Dorsey,qip466@duke.edu,3743707303,Graduate,Fuqua,zRJoXG9
kcv593,Devina Llorens,kcv593@duke.edu,3562240476,Graduate,Medicine,U8GsXn67r051
lbp414,Leese Fanstone,lbp414@duke.edu,2985831803,Graduate,Medicine,WpZ5OZ
yrp430,Maddie Leavy,yrp430@duke.edu,3354154934,Graduate,Law,Eon1NHBb
nyh433,Hamel Goadby,nyh433@duke.edu,5029138415,Graduate,Medicine,4HCvpyq
mlu892,Thomasa Ranscomb,mlu892@duke.edu,9812760299,Graduate,Other,O8AOTLKml
uaf521,Karin Shyres,uaf521@duke.edu,1882811976,Graduate,Other,G18m1G
sgl138,Kissiah Burchall,sgl138@duke.edu,2660774262,Graduate,Law,5qE1qpwG
dab405,Eberto Simanek,dab405@duke.edu,9675197623,Graduate,Medicine,FsOvrnmDF
isn382,Reese Wyborn,isn382@duke.edu,7261715708,Graduate,Medicine,TfanoKwt
hqx761,Ailina Diemer,hqx761@duke.edu,7662813264,Graduate,Law,hP2DfwbP
cxr259,Derby McVane,cxr259@duke.edu,5238042405,Graduate,Other,EAfROo
lzj002,Marchelle Loughnan,lzj002@duke.edu,4361205724,Graduate,Other,bAB7sOqdsr
oug398,Marrilee Gwioneth,oug398@duke.edu,7841653533,Graduate,Fuqua,W6zBO7zd
xqs909,Etheline Goggan,xqs909@duke.edu,4543372112,Graduate,Fuqua,aq83ayI
gsd731,Calypso McSkeagan,gsd731@duke.edu,9131083539,Graduate,Medicine,ENximT3au5xz
pvb986,Ally Ondra,pvb986@duke.edu,4788666641,Graduate,Nursing,VboU9LBRR
bkg701,Cyndi Capewell,bkg701@duke.edu,9169026059,Graduate,Nursing,0l5qx0su8elP
iqf768,Jilleen Simacek,iqf768@duke.edu,7580022661,Graduate,Other,4utTbo
iqp816,Gamaliel Tregiddo,iqp816@duke.edu,7536402417,Graduate,Nursing,qMZ5p60N82i
piy634,Rene Baitman,piy634@duke.edu,2466204009,Graduate,Nursing,3rzPytl2Me
jql906,Sam Tunesi,jql906@duke.edu,9476007242,Graduate,Fuqua,HhwVGZ34Cyo
bnv264,Georgetta Tonna,bnv264@duke.edu,673241504,Graduate,Law,SWRzFj
udp497,Marion Walder,udp497@duke.edu,5094031233,Graduate,Fuqua,jzOzAC
xeo831,Sherill Colliford,xeo831@duke.edu,8011396001,Graduate,Nursing,145Tllk
qbf253,Cale Rafter,qbf253@duke.edu,6653074152,Graduate,Fuqua,1pLu7Vf
pqi373,Kelsy Kettlewell,pqi373@duke.edu,5583625812,Graduate,Law,JiZo66
twm607,Helene McCreadie,twm607@duke.edu,9383300072,Graduate,Medicine,FJYOJcqUKq
bng770,Moll Linklater,bng770@duke.edu,496275928,Graduate,Law,3a375Xx4OV7
ujd474,Roanna Ebden,ujd474@duke.edu,5048977331,Graduate,Nursing,rpkWUT6
nfs865,Chip Swadlen,nfs865@duke.edu,970139956,Graduate,Nursing,8rwXqrJpyo
iwv294,Jan Slides,iwv294@duke.edu,6901983473,Graduate,Nursing,RqkVwTaf7
edn145,Madelena Tellenbroker,edn145@duke.edu,301961603,Graduate,Medicine,ZCV61zW8
zja562,Horatius Ida,zja562@duke.edu,3519271736,Graduate,Medicine,fIqaVQE5
urf401,Kristo Scarlon,urf401@duke.edu,856803877,Graduate,Medicine,kBIEcIz
fxq854,Lannie Belhome,fxq854@duke.edu,2792091385,Graduate,Nursing,QttZ00pPZeV
hwf116,Rikki Garrad,hwf116@duke.edu,7833141352,Graduate,Medicine,1BKdPTj
oxe972,Octavia Beton,oxe972@duke.edu,5087473591,Graduate,Law,WOCT69ogiTM
hjl464,Batholomew Leathe,hjl464@duke.edu,3667430076,Graduate,Law,BgjhBj7
isx040,Manuel Gutowska,isx040@duke.edu,2183983942,Graduate,Law,hl7rHv1
okz995,Man Aspel,okz995@duke.edu,4188766521,Graduate,Other,KLddMT9eT
mld696,Mei Lickorish,mld696@duke.edu,2790419329,Graduate,Medicine,78h9679MU70
nhk445,Augustus Ciubutaro,nhk445@duke.edu,5557724777,Graduate,Law,Uwdbl0J
qzy557,Genia Andren,qzy557@duke.edu,5762217130,Graduate,Fuqua,3eAZHldKFgKJ
pai306,Jacquie Yurlov,pai306@duke.edu,2929488021,Graduate,Law,W4wUht47z
alb445,Jude Netley,alb445@duke.edu,1141856984,Graduate,Medicine,Q6HlObN
mag752,Thorstein Mogridge,mag752@duke.edu,1508747776,Graduate,Medicine,ymiLaHvjVLVX
kfe573,Clarance Loblie,kfe573@duke.edu,6287589726,Graduate,Medicine,3iO6HhaAMf
mjv458,Corrie Bello,mjv458@duke.edu,2529899541,Graduate,Nursing,HoOzt6oOM
yfa989,Tremain Seamans,yfa989@duke.edu,2404270497,Graduate,Other,ZSvUyN1gWfm
sne293,Valentino Shirer,sne293@duke.edu,280657839,Graduate,Nursing,zh2hKVAqK4
sar920,Gabriele Stannislawski,sar920@duke.edu,3822801174,Graduate,Fuqua,QMXongy
kjc930,Corey Maudling,kjc930@duke.edu,6128150736,Graduate,Medicine,yTdfYJp
ais712,Penelope Scroyton,ais712@duke.edu,9212590800,Graduate,Nursing,q04OTdv
flj644,Ferdinanda Crimp,flj644@duke.edu,1578101848,Graduate,Other,z39YHe3c
qep176,Arline Escale,qep176@duke.edu,1547316502,Graduate,Law,A988Dr
aun417,Morissa Mahady,aun417@duke.edu,2221140706,Graduate,Fuqua,TUtgOPwLfvq
zau902,Trenton Wrought,zau902@duke.edu,5829280510,Graduate,Other,c1Ut2V
voh838,Anthiathia Le Frank,voh838@duke.edu,1256076924,Graduate,Other,b1JPZtpr3
wxz098,Morley Osanne,wxz098@duke.edu,2091299702,Graduate,Other,VWA98U11N
nlb064,Sly Buntin,nlb064@duke.edu,9236660131,Graduate,Nursing,AQlImHBxjUJ6
gid136,Lindsey Charke,gid136@duke.edu,6401705703,Graduate,Medicine,Orq8SdJ4ICJh
avo925,Delmor Twentyman,avo925@duke.edu,2521095387,Graduate,Medicine,LYzmPudF
moh313,Sephira Gostling,moh313@duke.edu,9643030291,Graduate,Law,3iTz0i
jcw712,Alis Frediani,jcw712@duke.edu,2667377369,Graduate,Other,LH1wRoJCLx
zxv566,Darnall Williment,zxv566@duke.edu,9603144712,Graduate,Fuqua,1ZvqJMTAa
teu363,Lacy Haverty,teu363@duke.edu,480858935,Graduate,Nursing,qaKJoM8C
jep853,Wren Ganny,jep853@duke.edu,7770404088,Graduate,Fuqua,26KWQKxmV
juq366,Cathie D'Aeth,juq366@duke.edu,3549302293,Graduate,Medicine,VhwmZxmC6sq
rfo278,Katee McQuorkel,rfo278@duke.edu,8646034735,Graduate,Law,K1IoCi7
unm054,Mollee Lodovichi,unm054@duke.edu,9566644212,Graduate,Fuqua,WGGrAdt
lhk290,Tobie Hows,lhk290@duke.edu,5263830001,Graduate,Medicine,J3iNiTlma7DO
quj541,Hildagard Slym,quj541@duke.edu,2480415330,Graduate,Law,J5yVNjyY14FX
ins488,Berty Aldren,ins488@duke.edu,1104643435,Graduate,Law,lh2gsFTfp
hyg402,Lita Begent,hyg402@duke.edu,703920939,Graduate,Law,YvFXniGThBkb
ytg104,Viole Ladlow,ytg104@duke.edu,7078208759,Graduate,Nursing,TyLlQdpkGCc
smz584,Fredelia Forsyde,smz584@duke.edu,1137333450,Graduate,Fuqua,Fzkd2JIGZ
hna314,Harmonie McCraw,hna314@duke.edu,1353132080,Graduate,Nursing,NoHiUPyS7I
aeg487,Adelaide Varnes,aeg487@duke.edu,5609140732,Graduate,Nursing,rNuP7mX
nvt420,Julianne Leggate,nvt420@duke.edu,1249863502,Graduate,Law,Y3GsHB5b5Y
mga464,Ranna Denney,mga464@duke.edu,1627852141,Graduate,Fuqua,bUWsrWpbjoj
kas078,Jermain Wellbelove,kas078@duke.edu,8873476666,Graduate,Fuqua,UJFo13pi2
atf560,Marybeth Verdun,atf560@duke.edu,8559908626,Graduate,Medicine,vZUVafKqwaz9
rah933,Shoshana Claydon,rah933@duke.edu,5092813907,Graduate,Nursing,lAoMFfQ5e
avi196,Bee Nickoles,avi196@duke.edu,444614780,Graduate,Fuqua,8M60Kcm4UUTg
dts901,Moise Creswell,dts901@duke.edu,4969324402,Graduate,Medicine,yKxfk9D
rik641,Wilek Salandino,rik641@duke.edu,4078507122,Graduate,Medicine,Krw17Gko
ucz950,Leontine Denty,ucz950@duke.edu,6736869248,Graduate,Fuqua,odZybA5apq4e
fhv091,Roger Langthorne,fhv091@duke.edu,6075772469,Graduate,Law,aDzjmj
nfd769,Alanson Balnaves,nfd769@duke.edu,8332706113,Graduate,Fuqua,EjW11yX9bDvo
miy686,Nora Gantley,miy686@duke.edu,1467427148,Graduate,Medicine,xbk6iYCP
stp518,Hildagard Pietruszewicz,stp518@duke.edu,9309320999,Graduate,Medicine,Z9cXAguhgZwk
sjr021,Davin Melburg,sjr021@duke.edu,794573341,Graduate,Other,T0uFin
yhn674,Eilis Semered,yhn674@duke.edu,7229090821,Graduate,Nursing,1sTQRW
lcx380,Peggie Henner,lcx380@duke.edu,9445888620,Graduate,Other,ISy4Qwjn0x5
ckd050,Iosep Rosas,ckd050@duke.edu,3156545725,Graduate,Fuqua,dKZXPXoJoiy
ams715,Carena Lehrer,ams715@duke.edu,1424094638,Graduate,Medicine,SwEz9n0BFjM
uvf863,Bren Schafer,uvf863@duke.edu,9736476253,Graduate,Law,7fQByZCdLxka
zcf576,Edouard Sivills,zcf576@duke.edu,7736250789,Graduate,Nursing,IeMkj0z
qni695,Yoshiko Beeckx,qni695@duke.edu,209808297,Graduate,Fuqua,H3dxEJg
